id,state_id,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv.1,25+_some_college/associate,25+_bachelor's.1,25+>bachelor.1
34,34,2011,84509.0,0.093,0.278,0.544,0.085,448145.0,0.045,0.048,0.269,0.244,0.131,0.193,0.07,93441.0,0.951,0.342,75277.0,0.944,0.318,180971.0,0.95,0.261,98456.0,0.758,0.15,33533.0,25026.0,29454.0,31754.0,40475.0,56753.0
35,35,2011,1103343.0,0.157,0.305,0.454,0.084,7749236.0,0.033,0.084,0.348,0.211,0.078,0.154,0.092,1421908.0,0.903,0.295,1451623.0,0.915,0.29,3227871.0,0.905,0.243,1647834.0,0.795,0.174,32770.0,17615.0,26714.0,31513.0,46594.0,61626.0
36,36,2011,386679.0,0.187,0.333,0.412,0.069,2469196.0,0.048,0.089,0.314,0.241,0.07,0.16,0.078,512454.0,0.871,0.25,466418.0,0.88,0.261,972934.0,0.883,0.247,517390.0,0.803,0.189,30785.0,17793.0,25283.0,30094.0,41779.0,51631.0
37,37,2011,365085.0,0.155,0.301,0.467,0.077,2644754.0,0.042,0.065,0.251,0.268,0.082,0.184,0.109,530964.0,0.887,0.298,501136.0,0.882,0.317,1059533.0,0.914,0.295,553121.0,0.87,0.264,30926.0,18632.0,24300.0,29568.0,41282.0,55846.0
38,38,2011,1267737.0,0.135,0.307,0.447,0.11,8714235.0,0.036,0.077,0.375,0.166,0.076,0.166,0.104,1536268.0,0.915,0.352,1581638.0,0.92,0.32,3613911.0,0.91,0.266,1982418.0,0.793,0.173,35178.0,20095.0,27896.0,33393.0,47252.0,64118.0
39,39,2011,119962.0,0.116,0.259,0.497,0.128,712266.0,0.064,0.088,0.264,0.189,0.084,0.188,0.123,129313.0,0.889,0.352,134224.0,0.885,0.34,295052.0,0.872,0.331,153677.0,0.733,0.214,38943.0,23042.0,29787.0,36795.0,50327.0,68393.0
40,40,2011,486685.0,0.182,0.316,0.434,0.068,3110532.0,0.056,0.103,0.307,0.208,0.086,0.156,0.084,590872.0,0.864,0.262,605218.0,0.877,0.265,1259555.0,0.862,0.232,654887.0,0.75,0.216,30559.0,17645.0,24579.0,30343.0,40976.0,54100.0
41,41,2011,84645.0,0.166,0.278,0.498,0.058,537588.0,0.041,0.053,0.314,0.231,0.097,0.182,0.081,104412.0,0.916,0.311,96172.0,0.932,0.286,216979.0,0.934,0.261,120025.0,0.826,0.209,31546.0,21954.0,26683.0,30719.0,38775.0,47224.0
42,42,2011,618507.0,0.138,0.368,0.418,0.075,4294392.0,0.061,0.097,0.334,0.212,0.06,0.153,0.083,831963.0,0.887,0.27,841710.0,0.888,0.275,1741686.0,0.863,0.234,879033.0,0.717,0.171,30842.0,17700.0,24688.0,30663.0,41627.0,54857.0
43,43,2011,2642608.0,0.193,0.295,0.441,0.071,16074391.0,0.095,0.094,0.255,0.226,0.065,0.177,0.087,3671399.0,0.837,0.268,3512490.0,0.816,0.282,6182677.0,0.824,0.273,2707825.0,0.738,0.217,32769.0,17945.0,26008.0,32809.0,50441.0,63542.0
44,44,2011,327475.0,0.121,0.286,0.536,0.057,1608668.0,0.032,0.065,0.237,0.277,0.092,0.201,0.097,441878.0,0.902,0.293,347367.0,0.893,0.315,561099.0,0.918,0.305,258324.0,0.889,0.264,32990.0,19956.0,27499.0,30387.0,41910.0,61989.0
45,45,2011,65858.0,0.084,0.254,0.548,0.114,434652.0,0.028,0.055,0.302,0.178,0.084,0.214,0.14,70364.0,0.938,0.387,77416.0,0.932,0.383,193231.0,0.939,0.361,93641.0,0.845,0.29,33654.0,22660.0,26742.0,33603.0,37995.0,50593.0
46,46,2011,824667.0,0.123,0.294,0.461,0.121,5418844.0,0.048,0.073,0.256,0.201,0.07,0.205,0.146,1102896.0,0.912,0.393,1108137.0,0.91,0.402,2197476.0,0.892,0.347,1010335.0,0.777,0.26,39973.0,19892.0,28154.0,35205.0,54130.0,78537.0
47,47,2011,666370.0,0.165,0.295,0.451,0.089,4583426.0,0.042,0.056,0.238,0.247,0.097,0.202,0.117,959672.0,0.9,0.315,914023.0,0.897,0.338,1848488.0,0.921,0.327,861243.0,0.866,0.286,37486.0,19132.0,29963.0,35382.0,51124.0,64029.0
48,48,2011,174335.0,0.159,0.346,0.409,0.087,1294198.0,0.058,0.1,0.416,0.177,0.064,0.117,0.068,217905.0,0.9,0.233,233792.0,0.891,0.231,541184.0,0.861,0.18,301317.0,0.728,0.122,29750.0,17256.0,24639.0,27876.0,41656.0,52308.0
49,49,2011,555994.0,0.133,0.314,0.465,0.089,3831373.0,0.034,0.063,0.331,0.213,0.096,0.174,0.09,731214.0,0.919,0.309,709248.0,0.917,0.305,1598697.0,0.928,0.264,792214.0,0.828,0.188,33657.0,20494.0,27316.0,32452.0,45581.0,58970.0
50,50,2011,57459.0,0.128,0.301,0.504,0.067,375608.0,0.018,0.062,0.308,0.266,0.099,0.165,0.083,79318.0,0.91,0.264,66597.0,0.938,0.266,157664.0,0.935,0.245,72029.0,0.879,0.216,36035.0,17778.0,31303.0,34311.0,45313.0,55547.0
1,1,2012,487402.0,0.168,0.289,0.472,0.071,3209646.0,0.053,0.107,0.313,0.22,0.074,0.147,0.086,608843.0,0.869,0.262,616420.0,0.872,0.262,1284024.0,0.856,0.231,700359.0,0.755,0.184,31322.0,18642.0,25485.0,30525.0,45124.0,55943.0
2,2,2012,79590.0,0.148,0.406,0.391,0.055,464594.0,0.03,0.05,0.28,0.277,0.082,0.171,0.109,109331.0,0.926,0.241,95782.0,0.933,0.306,197362.0,0.935,0.293,62119.0,0.843,0.269,41288.0,23058.0,30604.0,41092.0,51436.0,68881.0
3,3,2012,653206.0,0.176,0.302,0.453,0.07,4280464.0,0.064,0.079,0.243,0.257,0.084,0.172,0.102,875914.0,0.857,0.254,830584.0,0.852,0.297,1602880.0,0.87,0.277,971086.0,0.84,0.265,32447.0,17773.0,25923.0,32278.0,46668.0,60562.0
4,4,2012,288120.0,0.146,0.34,0.448,0.066,1949382.0,0.054,0.098,0.352,0.225,0.061,0.138,0.072,379413.0,0.878,0.224,368925.0,0.871,0.251,759937.0,0.863,0.208,441107.0,0.775,0.167,30191.0,20692.0,25280.0,28590.0,42377.0,54099.0
5,5,2012,4022340.0,0.147,0.285,0.479,0.089,24779784.0,0.101,0.084,0.206,0.221,0.079,0.196,0.113,5474318.0,0.849,0.318,5175188.0,0.804,0.328,9530885.0,0.818,0.308,4599393.0,0.781,0.28,36008.0,18675.0,26921.0,35524.0,53033.0,76648.0
6,6,2012,511621.0,0.15,0.28,0.464,0.105,3444654.0,0.04,0.054,0.218,0.229,0.084,0.238,0.137,756564.0,0.9,0.375,708732.0,0.902,0.403,1368419.0,0.921,0.381,610939.0,0.884,0.328,36870.0,20886.0,28486.0,33248.0,47782.0,60889.0
7,7,2012,339603.0,0.124,0.295,0.451,0.13,2457978.0,0.042,0.06,0.278,0.176,0.074,0.205,0.166,432609.0,0.922,0.402,458041.0,0.922,0.422,1035304.0,0.919,0.379,532024.0,0.82,0.285,42907.0,21626.0,31740.0,38638.0,57724.0,75271.0
8,8,2012,93560.0,0.17,0.304,0.435,0.09,618612.0,0.041,0.074,0.315,0.203,0.072,0.181,0.114,113848.0,0.885,0.324,112221.0,0.903,0.327,251730.0,0.907,0.294,140813.0,0.831,0.249,38151.0,20732.0,28820.0,37243.0,49550.0,64957.0
9,9,2012,1812848.0,0.163,0.306,0.454,0.077,13503747.0,0.053,0.082,0.298,0.208,0.092,0.173,0.096,2381017.0,0.879,0.269,2408804.0,0.885,0.293,5205099.0,0.883,0.273,3508827.0,0.815,0.243,30787.0,17446.0,24512.0,30604.0,41876.0,57375.0
10,10,2012,1020360.0,0.183,0.305,0.44,0.072,6403838.0,0.056,0.094,0.283,0.214,0.071,0.178,0.104,1349901.0,0.85,0.285,1392560.0,0.882,0.322,2522021.0,0.87,0.289,1139356.0,0.766,0.215,32362.0,18613.0,25545.0,31157.0,48704.0,60720.0
11,11,2012,137151.0,0.083,0.395,0.435,0.087,952281.0,0.043,0.053,0.283,0.22,0.1,0.196,0.105,199308.0,0.944,0.293,175142.0,0.932,0.318,367408.0,0.921,0.321,210423.0,0.812,0.258,36030.0,21673.0,29797.0,34077.0,44847.0,60084.0
12,12,2012,158190.0,0.141,0.331,0.462,0.067,1012786.0,0.041,0.061,0.277,0.276,0.09,0.173,0.082,210429.0,0.908,0.244,196439.0,0.907,0.272,394886.0,0.91,0.263,211032.0,0.856,0.234,29142.0,20534.0,22708.0,27033.0,38563.0,59350.0
13,13,2012,1253309.0,0.141,0.274,0.466,0.119,8558895.0,0.056,0.068,0.27,0.214,0.076,0.197,0.12,1782088.0,0.903,0.383,1699779.0,0.889,0.362,3381316.0,0.893,0.309,1695712.0,0.801,0.215,36888.0,20616.0,27219.0,34384.0,50919.0,66698.0
14,14,2012,668970.0,0.179,0.295,0.442,0.084,4278945.0,0.04,0.084,0.353,0.207,0.081,0.15,0.084,831240.0,0.886,0.284,822480.0,0.893,0.27,1735799.0,0.895,0.225,889426.0,0.812,0.173,32150.0,19425.0,27577.0,31354.0,43844.0,58506.0
15,15,2012,314527.0,0.115,0.26,0.522,0.104,2036993.0,0.032,0.052,0.323,0.219,0.111,0.181,0.082,389631.0,0.932,0.329,360444.0,0.928,0.325,817300.0,0.934,0.25,469618.0,0.861,0.184,34257.0,21889.0,28013.0,32198.0,44862.0,59587.0
16,16,2012,301404.0,0.139,0.28,0.501,0.081,1863224.0,0.037,0.061,0.273,0.244,0.08,0.195,0.109,383049.0,0.898,0.331,345040.0,0.906,0.344,740911.0,0.919,0.31,394224.0,0.871,0.232,33443.0,21582.0,26408.0,31134.0,42863.0,56650.0
17,17,2012,426975.0,0.144,0.352,0.433,0.072,2935461.0,0.07,0.093,0.341,0.207,0.072,0.129,0.089,561750.0,0.894,0.257,567749.0,0.884,0.256,1192336.0,0.858,0.214,613626.0,0.702,0.154,31263.0,18551.0,25738.0,30555.0,42404.0,52346.0
18,18,2012,476164.0,0.199,0.312,0.414,0.075,3006605.0,0.06,0.11,0.343,0.215,0.053,0.144,0.075,644935.0,0.845,0.251,565163.0,0.867,0.245,1198757.0,0.849,0.211,597750.0,0.741,0.18,31951.0,18668.0,27227.0,30616.0,46018.0,54659.0
19,19,2012,116188.0,0.115,0.317,0.473,0.095,947017.0,0.03,0.055,0.348,0.198,0.091,0.181,0.098,147351.0,0.939,0.281,161719.0,0.942,0.286,411974.0,0.937,0.288,225973.0,0.844,0.258,31606.0,20932.0,26658.0,30396.0,40466.0,51072.0
20,20,2012,569493.0,0.123,0.29,0.465,0.123,3972135.0,0.044,0.066,0.261,0.198,0.063,0.2,0.169,801626.0,0.902,0.399,775962.0,0.909,0.416,1631866.0,0.91,0.366,762681.0,0.818,0.297,45569.0,23310.0,32796.0,40593.0,57885.0,80457.0
21,21,2012,688280.0,0.11,0.28,0.463,0.148,4556609.0,0.047,0.057,0.259,0.168,0.076,0.222,0.171,886716.0,0.927,0.484,856995.0,0.923,0.447,1851867.0,0.911,0.384,961031.0,0.816,0.277,42570.0,22342.0,31656.0,37587.0,54676.0,71345.0
22,22,2012,994719.0,0.14,0.278,0.499,0.084,6621018.0,0.032,0.076,0.306,0.239,0.087,0.16,0.1,1172289.0,0.898,0.292,1225386.0,0.912,0.309,2780720.0,0.915,0.256,1442623.0,0.825,0.202,32335.0,17366.0,25128.0,30784.0,46688.0,65045.0
23,23,2012,500595.0,0.128,0.254,0.5,0.118,3600744.0,0.031,0.044,0.264,0.223,0.106,0.224,0.108,737436.0,0.931,0.385,671226.0,0.934,0.392,1462172.0,0.948,0.324,729910.0,0.864,0.239,38143.0,20910.0,29086.0,35339.0,50065.0,65002.0
24,24,2012,325289.0,0.179,0.293,0.477,0.051,1911968.0,0.057,0.12,0.306,0.227,0.084,0.13,0.076,374529.0,0.853,0.219,375050.0,0.878,0.232,759665.0,0.836,0.203,402724.0,0.721,0.178,29366.0,17460.0,24153.0,27602.0,40669.0,51731.0
25,25,2012,594641.0,0.138,0.301,0.476,0.085,4023641.0,0.039,0.081,0.316,0.228,0.071,0.167,0.097,790238.0,0.904,0.315,731535.0,0.898,0.307,1617543.0,0.897,0.261,884325.0,0.809,0.188,31664.0,17590.0,26157.0,30532.0,42019.0,53564.0
26,26,2012,98231.0,0.163,0.303,0.462,0.072,686770.0,0.02,0.052,0.297,0.253,0.084,0.202,0.092,123950.0,0.928,0.322,114594.0,0.941,0.32,289641.0,0.947,0.29,158585.0,0.885,0.26,29895.0,18022.0,24383.0,27232.0,35804.0,51802.0
27,27,2012,185815.0,0.125,0.249,0.517,0.109,1206908.0,0.04,0.055,0.277,0.241,0.098,0.193,0.097,249263.0,0.902,0.337,222995.0,0.903,0.352,477678.0,0.924,0.289,256972.0,0.874,0.192,33510.0,21479.0,27040.0,31594.0,41949.0,56792.0
28,28,2012,253867.0,0.211,0.326,0.404,0.059,1840642.0,0.06,0.091,0.288,0.262,0.075,0.148,0.075,394004.0,0.848,0.224,380539.0,0.835,0.222,706613.0,0.864,0.221,359486.0,0.835,0.231,32200.0,22639.0,27508.0,33388.0,45130.0,61539.0
29,29,2012,125813.0,0.104,0.299,0.492,0.106,919883.0,0.024,0.058,0.294,0.184,0.095,0.219,0.126,148055.0,0.929,0.384,168883.0,0.942,0.376,408848.0,0.931,0.351,194097.0,0.862,0.277,40134.0,24932.0,31901.0,36825.0,50525.0,63320.0
30,30,2012,788500.0,0.123,0.287,0.455,0.134,6049352.0,0.053,0.064,0.287,0.171,0.062,0.225,0.138,1128566.0,0.907,0.421,1198565.0,0.904,0.421,2471907.0,0.905,0.361,1250314.0,0.796,0.256,44731.0,21560.0,31989.0,40288.0,59550.0,81057.0
31,31,2012,209360.0,0.214,0.279,0.459,0.048,1360330.0,0.069,0.087,0.265,0.236,0.082,0.149,0.112,274879.0,0.853,0.215,248118.0,0.862,0.266,543075.0,0.863,0.278,294258.0,0.787,0.269,30871.0,17091.0,25349.0,28525.0,41585.0,56681.0
32,32,2012,1999490.0,0.13,0.25,0.474,0.146,13309761.0,0.067,0.08,0.269,0.165,0.085,0.19,0.144,2755074.0,0.886,0.421,2537255.0,0.871,0.371,5257971.0,0.869,0.317,2759461.0,0.774,0.245,39697.0,19401.0,29549.0,36511.0,52278.0,69397.0
33,33,2012,978188.0,0.168,0.286,0.461,0.085,6489883.0,0.058,0.091,0.271,0.22,0.087,0.18,0.093,1252143.0,0.864,0.305,1330471.0,0.868,0.304,2560569.0,0.879,0.273,1346700.0,0.772,0.216,31390.0,17431.0,25368.0,30227.0,43806.0,56312.0
34,34,2012,87626.0,0.088,0.268,0.559,0.085,457904.0,0.04,0.043,0.28,0.235,0.123,0.196,0.084,98752.0,0.956,0.353,77584.0,0.961,0.362,180606.0,0.948,0.268,100962.0,0.79,0.164,36648.0,23153.0,30353.0,35458.0,41521.0,60357.0
35,35,2012,1113584.0,0.147,0.301,0.463,0.09,7770716.0,0.031,0.081,0.346,0.209,0.081,0.16,0.093,1430201.0,0.905,0.307,1429099.0,0.921,0.296,3203848.0,0.907,0.248,1707568.0,0.809,0.179,33168.0,19605.0,27117.0,31641.0,47124.0,61470.0
36,36,2012,391080.0,0.162,0.326,0.44,0.073,2487456.0,0.046,0.088,0.316,0.24,0.073,0.158,0.079,516852.0,0.88,0.254,467408.0,0.876,0.253,967189.0,0.886,0.243,536007.0,0.812,0.199,31454.0,19664.0,26335.0,30944.0,41627.0,51552.0
37,37,2012,366835.0,0.125,0.301,0.495,0.078,2671772.0,0.037,0.064,0.251,0.267,0.082,0.186,0.113,532957.0,0.894,0.31,505210.0,0.893,0.348,1051912.0,0.913,0.289,581693.0,0.882,0.265,31808.0,18435.0,26698.0,29948.0,42384.0,56583.0
38,38,2012,1269765.0,0.128,0.323,0.434,0.115,8756317.0,0.036,0.075,0.368,0.165,0.079,0.17,0.109,1572037.0,0.916,0.362,1554970.0,0.92,0.33,3587380.0,0.914,0.269,2041930.0,0.802,0.19,35909.0,20835.0,28483.0,33238.0,48200.0,64775.0
39,39,2012,121059.0,0.115,0.277,0.49,0.118,712271.0,0.064,0.075,0.279,0.181,0.088,0.187,0.128,128901.0,0.903,0.346,129835.0,0.894,0.374,294710.0,0.883,0.31,158825.0,0.761,0.246,37479.0,22339.0,29099.0,35428.0,52221.0,66004.0
40,40,2012,491131.0,0.161,0.311,0.454,0.074,3151616.0,0.052,0.1,0.298,0.211,0.089,0.16,0.091,599125.0,0.873,0.27,600579.0,0.884,0.276,1257136.0,0.868,0.249,694776.0,0.762,0.217,31197.0,17360.0,25309.0,30693.0,43103.0,51875.0
41,41,2012,84840.0,0.159,0.277,0.488,0.077,544292.0,0.043,0.052,0.327,0.217,0.099,0.181,0.081,110630.0,0.924,0.292,93882.0,0.928,0.309,218688.0,0.935,0.261,121092.0,0.817,0.202,31526.0,21369.0,26924.0,31261.0,38959.0,48323.0
42,42,2012,625553.0,0.126,0.352,0.435,0.087,4336473.0,0.057,0.091,0.331,0.213,0.065,0.157,0.086,843449.0,0.888,0.283,848687.0,0.89,0.279,1723616.0,0.871,0.238,920721.0,0.746,0.181,31292.0,17721.0,25542.0,30710.0,42459.0,54741.0
43,43,2012,2687649.0,0.178,0.301,0.446,0.075,16390379.0,0.092,0.094,0.252,0.229,0.066,0.177,0.09,3751515.0,0.845,0.268,3559090.0,0.817,0.286,6242052.0,0.82,0.272,2837722.0,0.758,0.233,33528.0,18998.0,26576.0,33133.0,50613.0,64294.0
44,44,2012,326764.0,0.127,0.289,0.513,0.071,1641335.0,0.03,0.06,0.231,0.275,0.097,0.203,0.104,445114.0,0.915,0.301,356774.0,0.901,0.33,567565.0,0.917,0.303,271882.0,0.9,0.298,33915.0,20895.0,27917.0,30803.0,42334.0,61972.0
45,45,2012,67174.0,0.1,0.259,0.537,0.104,434948.0,0.029,0.054,0.305,0.164,0.09,0.219,0.139,70300.0,0.921,0.358,73424.0,0.95,0.411,192735.0,0.936,0.366,98489.0,0.85,0.301,34275.0,20928.0,28529.0,33011.0,40646.0,51410.0
46,46,2012,826469.0,0.115,0.309,0.464,0.113,5504766.0,0.05,0.071,0.253,0.2,0.072,0.206,0.149,1138612.0,0.918,0.391,1103601.0,0.908,0.4,2200420.0,0.89,0.353,1062133.0,0.783,0.271,40098.0,20503.0,27973.0,35960.0,52607.0,76169.0
47,47,2012,666124.0,0.157,0.3,0.445,0.098,4645859.0,0.04,0.056,0.237,0.254,0.096,0.203,0.113,970606.0,0.903,0.317,915538.0,0.899,0.34,1852097.0,0.919,0.317,907618.0,0.879,0.292,37759.0,20998.0,30418.0,35563.0,51658.0,66796.0
48,48,2012,174992.0,0.137,0.358,0.427,0.078,1296201.0,0.056,0.099,0.406,0.19,0.063,0.114,0.073,218051.0,0.901,0.241,230967.0,0.891,0.214,536079.0,0.864,0.185,311104.0,0.739,0.131,30980.0,18605.0,26175.0,29723.0,40133.0,52912.0
49,49,2012,555478.0,0.126,0.302,0.477,0.096,3854170.0,0.033,0.059,0.324,0.212,0.1,0.179,0.093,734480.0,0.92,0.317,698135.0,0.927,0.324,1597525.0,0.929,0.269,824030.0,0.838,0.192,35036.0,20282.0,28560.0,32206.0,46204.0,60619.0
50,50,2012,58860.0,0.151,0.307,0.481,0.062,380942.0,0.023,0.06,0.304,0.266,0.1,0.169,0.078,80079.0,0.926,0.234,68921.0,0.927,0.264,156892.0,0.936,0.266,75050.0,0.859,0.207,35739.0,22244.0,31693.0,32369.0,41869.0,60222.0
1,1,2013,498384.0,0.175,0.303,0.449,0.073,3225447.0,0.049,0.106,0.31,0.22,0.08,0.148,0.087,612773.0,0.865,0.246,608333.0,0.866,0.256,1282803.0,0.867,0.241,721538.0,0.774,0.196,31583.0,18851.0,25691.0,30856.0,46108.0,55187.0
2,2,2013,84107.0,0.202,0.354,0.396,0.049,462659.0,0.031,0.053,0.279,0.275,0.083,0.182,0.098,114008.0,0.925,0.27,89946.0,0.957,0.301,193121.0,0.921,0.271,65584.0,0.833,0.294,42051.0,26262.0,35068.0,40717.0,51719.0,70975.0
3,3,2013,665925.0,0.179,0.313,0.431,0.076,4344737.0,0.064,0.077,0.248,0.251,0.086,0.171,0.103,880940.0,0.853,0.264,832886.0,0.847,0.285,1612187.0,0.87,0.277,1018724.0,0.858,0.267,33300.0,19848.0,26561.0,32324.0,48350.0,57365.0
4,4,2013,287248.0,0.138,0.328,0.467,0.067,1960503.0,0.056,0.1,0.353,0.224,0.061,0.134,0.072,383853.0,0.873,0.232,367589.0,0.877,0.237,755519.0,0.858,0.201,453542.0,0.771,0.168,30397.0,20092.0,25584.0,29778.0,43365.0,55137.0
5,5,2013,4011105.0,0.139,0.288,0.481,0.092,25147232.0,0.101,0.082,0.208,0.22,0.079,0.195,0.115,5582572.0,0.854,0.321,5159912.0,0.804,0.327,9610640.0,0.817,0.306,4794108.0,0.786,0.288,36297.0,19057.0,27262.0,35888.0,54931.0,77093.0
6,6,2013,512807.0,0.158,0.257,0.477,0.109,3514235.0,0.037,0.058,0.217,0.228,0.083,0.238,0.14,776660.0,0.905,0.37,720347.0,0.894,0.415,1372285.0,0.921,0.381,644943.0,0.887,0.341,37204.0,21624.0,30011.0,33594.0,46891.0,61730.0
7,7,2013,345423.0,0.129,0.272,0.469,0.13,2465315.0,0.045,0.059,0.273,0.177,0.075,0.206,0.166,439149.0,0.918,0.412,448157.0,0.915,0.42,1033503.0,0.917,0.382,544506.0,0.826,0.283,42923.0,21400.0,32101.0,38592.0,57413.0,75743.0
8,8,2013,92331.0,0.139,0.35,0.382,0.13,629730.0,0.039,0.077,0.312,0.197,0.077,0.172,0.126,119039.0,0.879,0.346,111785.0,0.884,0.344,251961.0,0.911,0.292,146945.0,0.839,0.233,37308.0,20661.0,29669.0,36767.0,47136.0,65631.0
9,9,2013,1797134.0,0.167,0.306,0.45,0.078,13726996.0,0.053,0.079,0.295,0.207,0.095,0.176,0.097,2435386.0,0.879,0.273,2409505.0,0.88,0.295,5237822.0,0.887,0.274,3644283.0,0.827,0.253,30870.0,19078.0,24540.0,30472.0,42190.0,56811.0
10,10,2013,1029614.0,0.18,0.296,0.443,0.081,6472172.0,0.056,0.09,0.286,0.212,0.074,0.178,0.106,1347160.0,0.862,0.296,1391341.0,0.871,0.319,2542898.0,0.876,0.282,1190773.0,0.782,0.23,32284.0,19172.0,25926.0,31244.0,49053.0,59111.0
11,11,2013,136925.0,0.087,0.334,0.485,0.093,959903.0,0.039,0.051,0.274,0.22,0.104,0.208,0.104,204167.0,0.955,0.316,177174.0,0.952,0.35,358454.0,0.916,0.322,220108.0,0.826,0.26,37226.0,22042.0,30529.0,36018.0,45783.0,61683.0
12,12,2013,158393.0,0.138,0.348,0.439,0.074,1026889.0,0.043,0.063,0.274,0.267,0.091,0.18,0.082,207643.0,0.907,0.257,195107.0,0.899,0.3,401035.0,0.902,0.261,223104.0,0.863,0.237,30477.0,20425.0,25126.0,29000.0,38960.0,56773.0
13,13,2013,1266315.0,0.136,0.277,0.464,0.123,8593665.0,0.055,0.066,0.27,0.211,0.076,0.198,0.124,1779710.0,0.903,0.388,1689992.0,0.883,0.364,3383875.0,0.894,0.313,1740088.0,0.818,0.226,37343.0,21152.0,29119.0,33400.0,51107.0,68340.0
14,14,2013,670468.0,0.171,0.313,0.428,0.088,4312892.0,0.041,0.083,0.343,0.213,0.082,0.152,0.086,840482.0,0.872,0.274,826166.0,0.901,0.272,1730411.0,0.897,0.237,915833.0,0.815,0.176,32622.0,20392.0,27928.0,31675.0,44939.0,59150.0
15,15,2013,318680.0,0.115,0.246,0.532,0.107,2048270.0,0.031,0.053,0.327,0.214,0.111,0.181,0.084,389750.0,0.927,0.329,363546.0,0.93,0.316,815349.0,0.931,0.257,479625.0,0.871,0.186,35411.0,22714.0,30007.0,32378.0,45880.0,59389.0
16,16,2013,300970.0,0.13,0.261,0.515,0.095,1872445.0,0.04,0.059,0.266,0.246,0.078,0.2,0.111,387558.0,0.901,0.335,347137.0,0.901,0.346,731525.0,0.917,0.319,406225.0,0.87,0.243,35103.0,22246.0,28118.0,31165.0,45216.0,56929.0
17,17,2013,427057.0,0.145,0.335,0.442,0.078,2953653.0,0.066,0.093,0.331,0.208,0.076,0.133,0.093,564634.0,0.885,0.264,565930.0,0.89,0.265,1187031.0,0.855,0.22,636058.0,0.731,0.167,31647.0,20160.0,26389.0,30296.0,42410.0,53668.0
18,18,2013,477823.0,0.207,0.314,0.409,0.069,3034973.0,0.058,0.111,0.336,0.215,0.054,0.149,0.076,659092.0,0.85,0.255,565847.0,0.862,0.251,1203076.0,0.843,0.216,606958.0,0.757,0.188,33091.0,19727.0,27223.0,31709.0,46512.0,58530.0
19,19,2013,114005.0,0.117,0.306,0.501,0.077,953962.0,0.029,0.052,0.338,0.202,0.096,0.181,0.101,150177.0,0.946,0.312,157792.0,0.942,0.298,410009.0,0.936,0.276,235984.0,0.854,0.264,31379.0,19984.0,25821.0,30688.0,40854.0,51108.0
20,20,2013,565656.0,0.117,0.28,0.477,0.125,4018701.0,0.041,0.067,0.257,0.198,0.063,0.203,0.171,815577.0,0.902,0.398,768746.0,0.905,0.416,1640510.0,0.91,0.378,793868.0,0.83,0.302,46114.0,24752.0,32162.0,41182.0,60060.0,79134.0
21,21,2013,695074.0,0.107,0.283,0.45,0.16,4604795.0,0.049,0.052,0.259,0.16,0.077,0.225,0.178,909352.0,0.933,0.49,844416.0,0.924,0.466,1860930.0,0.911,0.391,990097.0,0.824,0.292,44510.0,22714.0,31785.0,38542.0,56296.0,71634.0
22,22,2013,1006588.0,0.14,0.274,0.494,0.092,6645295.0,0.033,0.073,0.297,0.239,0.089,0.164,0.105,1180523.0,0.906,0.307,1209103.0,0.91,0.312,2768886.0,0.913,0.262,1486783.0,0.837,0.215,32886.0,19141.0,26166.0,30719.0,47043.0,65897.0
23,23,2013,508453.0,0.128,0.261,0.497,0.114,3629333.0,0.031,0.045,0.263,0.219,0.106,0.224,0.111,739072.0,0.93,0.382,669262.0,0.933,0.397,1466281.0,0.943,0.331,754718.0,0.874,0.243,39167.0,20820.0,30359.0,35728.0,50975.0,65317.0
24,24,2013,323013.0,0.188,0.273,0.484,0.056,1931054.0,0.063,0.113,0.306,0.23,0.084,0.129,0.075,375578.0,0.848,0.211,381092.0,0.876,0.228,760019.0,0.837,0.2,414365.0,0.729,0.182,29756.0,18810.0,25404.0,28201.0,40577.0,47970.0
25,25,2013,597813.0,0.13,0.3,0.463,0.107,4047283.0,0.037,0.076,0.315,0.226,0.076,0.169,0.1,796534.0,0.908,0.32,723852.0,0.909,0.319,1618539.0,0.905,0.262,908358.0,0.818,0.199,32206.0,18937.0,26808.0,30858.0,43178.0,55820.0
26,26,2013,101900.0,0.16,0.301,0.482,0.056,689169.0,0.022,0.051,0.291,0.262,0.085,0.197,0.093,126517.0,0.929,0.305,114827.0,0.949,0.334,282745.0,0.942,0.272,165080.0,0.884,0.279,30278.0,20807.0,24588.0,27922.0,37477.0,51447.0
27,27,2013,189556.0,0.126,0.228,0.556,0.09,1215208.0,0.044,0.054,0.271,0.239,0.098,0.196,0.098,250749.0,0.895,0.351,224561.0,0.889,0.343,475270.0,0.924,0.292,264628.0,0.882,0.199,33370.0,22195.0,27285.0,31312.0,44237.0,55312.0
